"Leslye Walton, The Strange and Beautiful Sorrows of Ava Lavender"
"George R.R. Martin, A Dance with Dragons"
Sylvia Plath
"Dan Millman, Way of the Peaceful Warrior: A Book That Changes Lives"
Gerard Way
Ernesto Che Guevara
"Susan Elizabeth Phillips, Breathing Room"
"Roy T. Bennett, The Light in the Heart"
"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience"
"Natalie Babbitt, Tuck Everlasting"
Dylan Moran
Hayley Williams
"Jodi Picoult, Keeping Faith"
Roy T. Bennett
"Shaun David Hutchinson, We Are the Ants"
"Sylvia Plath, The Bell Jar"
Muhammad Ali Jinnah
"Fyodor Dostoyevsky, The Brothers Karamazov"
"Chuck Palahniuk, Fight Club"
"Karen Thompson Walker, The Age of Miracles"
David Bowie
"Suzanne Collins, Catching Fire"
"Emily Giffin, Something Borrowed"
Rupi Kaur
"Charles M. Schulz, The Complete Peanuts, Vol. 5: 1959-1960"
Aaron Sorkin
"Hank Moody, God Hates Us All"
"Quentin Tarantino, Pulp Fiction: A Quentin Tarantino Screenplay"
Conan O'Brien
"Markus Zusak, I Am the Messenger"
"Mary Hoffman, City of Flowers"
Roy T. Bennett
R.A. Salvatore
"Tim Burton, The Melancholy Death of Oyster Boy and Other Stories"
One thing is certain and the rest is Lies -The Flower that once has blown forever dies.
Quentin R. Bufogle
Sylvia Plath
"C.S. Lewis, The Collected Works of C.S. Lewis"
 or the bent and broken feet of a dancing ballerina. It is in every considered step I am taking in the opposite direction of you.
"E.M. Forster, A Room with a View"
"Anonymous, Bhagavad Gita: El Canto del Senor"
"Gena Showalter, Oh My Goth"
"Ernest Hemingway, For Whom the Bell Tolls"
"Katie Kacvinsky, Awaken"
Robin S. Sharma
"Shaun David Hutchinson, We Are the Ants"
"Darynda Jones, Third Grave Dead Ahead"
"Susane Colasanti, Waiting for You"
Reba McEntire
Jeff Foxworthy
"Philip Pullman, The Golden Compass"
"Hayao Miyazaki, Starting Point: 1979-1996"
Mary Daly
Steve Maraboli
"Jimmy Buffett, A Pirate Looks at Fifty"
"James Dashner, The Death Cure"
"Tonya Hurley, Ghostgirl"
 you cheated on us. You didn't just break my heart
"Robyn Schneider, Extraordinary Means"
"Amy Sommers, I Had a Dream About You"
"Leena Ahmad Almashat, Harmony Letters"
"Michael  Summers, I Had a Dream About You"
"Roy T. Bennett, The Light in the Heart"
"Stephenie Meyer, The Host"
"Roy T. Bennett, The Light in the Heart"
"J.R.R. Tolkien, The Return of the King"
D.H. Lawrence
"Morgan Matson, Since You've Been Gone"
Brené Brown
"Carson McCullers, The Heart is a Lonely Hunter"
Gary L. Francione
"John Eldredge, Captivating: Unveiling the Mystery of a Woman's Soul"
Deepak Chopra
"Haruki Murakami, Kafka on the Shore"
"Oscar Wilde, The Picture of Dorian Gray"
"Virginia Woolf, To the Lighthouse"
Kurt Vonnegut Jr.
"Margaret Peterson Haddix, Among the Hidden"
Amy Poehler
"Kazuo Ishiguro, The Remains of the Day"
Pierre Teilhard de Chardin
Antonio Machado
Ming-Dao Deng
"Robert Jordan, The Fires of Heaven"
"Alysha Speer, Sharden"
"Andre Agassi, Open"
"Cecelia Ahern, The Book of Tomorrow"
Ralph Waldo Emerson
Oscar Wilde
"Jodi Picoult, My Sister's Keeper"
Jean-Paul Sartre
Amit Ray
"Cormac McCarthy, Blood Meridian, or the Evening Redness in the West"
"Santosh Kalwar, Quote Me Everyday"
Billy Joel
"Margaret Mitchell, Gone with the Wind"
Joe L. Wheeler
P.C. Cast
"Raymond Carver, Ultramarine: Poems"
"Rob Sheffield, Love Is a Mix Tape"
Roy T. Bennett
Ellen DeGeneres
"Steve Maraboli, Life, the Truth, and Being Free"
"Gregory David Roberts, Shantaram"
Miguel de Unamuno
Leo Buscaglia
Mary Harris Jones
"Rachel Vincent, Stray"
"William S. Burroughs, Letters to Allen Ginsberg, 1953-1957"
Elizabeth Gilbert
Iain Thomas
Carl Sagan
Slavoj Žižek
Terence McKenna
Jean M. Auel
 they explore neither truth nor lies. They gaze at the television.
"J.K. Rowling, Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination"
Vernon Howard
"Richie Norton, Résumés Are Dead and What to Do About It"
C. JoyBell C.
"Rick Riordan, The Lost Hero"
Kevin Smith
"Libba Bray, Going Bovine"
Beverly Sills
"Sara Gruen, Water for Elephants"
 make a positive difference in someone's life.
"Sarah Dessen, The Truth About Forever"
"Avi, The True Confessions of Charlotte Doyle"
Deepak Chopra
"Trevor Noah, Born a Crime: Stories From a South African Childhood"
"Shaun David Hutchinson, We Are the Ants"
Brenda Ueland
Louis C.K.
"Nicholas Sparks, The Notebook"
 decide what's right and desirable before you decide what's possible.
"Colleen Hoover, Hopeless"
"Dan Brown, The Da Vinci Code"
Phil Lester
"Stephen Colbert, I Am America"
Joan Marques
Dan Howell
Bob Dylan
"Miguel de Cervantes Saavedra, Don Quixote"
"Bella Pollen, Midnight Cactus"
Marie Sexton
John Barrowman
"Chuck Palahniuk, Invisible Monsters"
"Robert Galbraith, The Silkworm"
 As I can't you must take them as they are.
"Leila Sales, This Song Will Save Your Life"
"Santosh Kalwar, Quote Me Everyday"
"Bernard Cornwell, The Winter King"
"Jim Butcher, Death Masks"
"Hubert Selby Jr., Requiem for a Dream"
"Lisa Kleypas, Sugar Daddy"
"Rachel Hawkins, Demonglass"
Beyoncé Knowles
"Santosh Kalwar, Quote Me Everyday"
"William Shakespeare, Macbeth"
"Cassandra Clare, Lady Midnight"
Elbert Hubbard
"Gena Showalter, Oh My Goth"
"Samantha Young, On Dublin Street"
Henry Wadsworth Longfellow
Brian Tracy
"Nick Hornby, High Fidelity"
Bob Ong
"Hannah Harrington, Saving June"
"Jodi Picoult, Salem Falls"
Portia de Rossi
"Nick Hornby, A Long Way Down"
"Susane Colasanti, Take Me There"
"John Green, Looking for Alaska"
"Mehek Bassi, Chained: Can you escape fate?"
"Rai Aren, Secret of the Sands"
Eda J. LeShan
Michelle Kwan
C. JoyBell C.
 instead they require maturity to outgrow them.
Red Haircrow
"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience"
 it's the ability to deal with them.
"Donald Miller, A Million Miles in a Thousand Years: What I Learned While Editing My Life"
"Steve Maraboli, Life, the Truth, and Being Free"
"Michael Crichton, Congo"
Alysha Speer
Tupac Shakur
Bob Dylan
"Tara Kelly, Harmonic Feedback"
"Scott Westerfeld, Pretties"
"Richard Paul Evans, The Gift"
Winston S. Churchill
Ralph Waldo Emerson
"Jennifer Elisabeth, Born Ready: Unleash Your Inner Dream Girl"
"Tom Stoppard, Rock 'n' Roll"
Stephen King
"Mitch Albom, For One More Day"
"Jack Kerouac, Desolation Angels"
H.P. Lovecraft
"Shaun David Hutchinson, We Are the Ants"
"Jonathan Anthony Burkett, Friends 2 Lovers: The Unthinkable"
"Jonathan Safran Foer, Extremely Loud and Incredibly Close"
"Paul Auster, Moon Palace"
"Emily Maguire, Taming the Beast"
Frank Warren
Lauren Kate
"Michel Houellebecq, H.P. Lovecraft: Against the World, Against Life"
"Nicole McKay, I Had a Dream About You"
"Jojo Moyes, Me Before You"
"Jim Morrison, An American Prayer"
"Carlos Ruiz Zafón, The Shadow of the Wind"
"Elizabeth Gilbert, Eat, Pray, Love"
Julia Child
Helen Keller
Alice Walker
we'd alllike to diefucking(althoughnone of ushaddone anyfucking)and nowthatwe are hardlykidsany longerwe think moreabouthownot todieandalthoughwe'rereadymost ofuswouldprefer todo italoneunder thesheetsnowthatmost ofushave fuckedour livesaway.
"Steve Maraboli, Life, the Truth, and Being Free"
"Banana Yoshimoto, NP"
Thomas Aquinas
"Tim Burton, The Melancholy Death of Oyster Boy and Other Stories"
"John Green, Paper Towns"
"Alexandre Dumas, The Three Musketeers"
"Kiera Cass, The One"
Mitsugi Saotome
"Tom Stoppard, Rosencrantz and Guildenstern Are Dead"
"Toba Beta, Master of Stupidity"
E.L. Konigsburg
Jim Rohn
"A.C. Grayling, The Heart of Things: Applying Philosophy to the 21st Century"
"Voltaire, Candide"
"Steve Maraboli, Life, the Truth, and Being Free"
"Martin Luther King Jr., Why We Can't Wait"
Jodi Picoult
 you change the tribe and the tribe changes you.
"Haruki Murakami, Colorless Tsukuru Tazaki and His Years of Pilgrimage"
"William Faulkner, As I Lay Dying"
"Criss Jami, Killosophy"
 love is what makes the ride worthwhile.
"Joelle Charbonneau, The Testing"
Omar Khayyám
Maya Angelou
"Diane Setterfield, The Thirteenth Tale"
Douglas Coupland
Jeanette Winterson
"Charles Bukowski, You Get So Alone at Times That it Just Makes Sense"
"Brian Tracy, Personal Success"
"Steve Maraboli, Life, the Truth, and Being Free"
Bashō Matsuo
"Joseph Campbell, The Power of Myth"
Roy T. Bennett
"Philip Pullman, Clockwork"
Sarah Dessen
Graham Greene
Phil Lester
"Sarah Dessen, The Moon and More"
"S.L. Jennings, Fear of Falling"
Tori Amos
"Cecelia Ahern, Thanks for the Memories"
"Shannon Delany, 13 to Life"
"Gretchen McNeil, Possess"
"John Ruskin, The Elements of Drawing"
"Charles M. Schulz, The Complete Peanuts, Vol. 5: 1959-1960"
Charles M. Schulz
"Hans Christian Andersen, The Fairy Tale of My Life: An Autobiography"
Friedrich Nietzsche
"Ally Condie, Crossed"
"Vera Nazarian, The Perpetual Calendar of Inspiration"
"Ray Bradbury, Fahrenheit 451"
Anthony Robbins
"Anna Quindlen, How Reading Changed My Life"
"Nikki Sixx, This Is Gonna Hurt: Music, Photography, And Life Through The Distorted Lens Of Nikki Sixx"
John Lennon
"Criss Jami, Killosophy"
Elizabeth   Taylor
Voltaire
"Mary Roach, Stiff: The Curious Lives of Human Cadavers"
"Derek Landy, Death Bringer"
Björk
C. JoyBell C.
"Santosh Kalwar, Quote Me Everyday"
"Lorrie Moore, Anagrams"
"Austin Kleon, Steal Like an Artist: 10 Things Nobody Told You About Being Creative"
"Stephen King, The Running Man"
"Haruki Murakami, 1Q84"
"Friedrich Nietzsche, Beyond Good and Evil"
"Charles de Lint, Dreams Underfoot"
"Andrew Davidson, The Gargoyle"
Osho
"Gemma Malley, The Declaration"
Gloria Gaither
Lana Del Rey
"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience"
"Guy de Maupassant, Bel-Ami"
"Cassandra Clare, City of Ashes"
"Kurt Vonnegut Jr., The Sirens of Titan"
Oscar Wilde
"Seneca, Natural Questions"
Rainer Maria Rilke
"Peter Cameron, Someday This Pain Will Be Useful to You"
Alex Gaskarth
"Douglas Coupland, Generation X: Tales for an Accelerated Culture"
Cristina Marrero
Roy T. Bennett
Pablo
"Steven Erikson, Midnight Tides"
"Katherine Min, Secondhand World"
"Carlos María Domínguez, The House of Paper"
"Colleen Hoover, Slammed"
Gustave Flaubert
A.J. Cronin
"Elizabeth Gilbert, Eat, Pray, Love"
Karl Pilkington
P. Harding
"Mitch Albom, Tuesdays with Morrie"
 the worm that crawls upon the ground will struggle for it.
Ginnetta Correli
Roy T. Bennett
"Kurt Vonnegut Jr., The Sirens of Titan"
"Aleksandar Hemon, The Lazarus Project"
"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience"
Charlie Kaufman
Ali Shariati
Aristotle
Maxwell Maltz
"David Archuleta, Chords of Strength: A Memoir of Soul, Song and the Power of Perseverance"
"Jess C. Scott, The Intern"
"Roy T. Bennett, The Light in the Heart"
"Roy T. Bennett, The Light in the Heart"
 they are the road maps that guide you to your destination.
"Patrick Ness, More Than This"
Elbert Hubbard
David Brin
Johann Wolfgang von Goethe
"Sylvia Plath, The Unabridged Journals of Sylvia Plath"
"John Green, Paper Towns"
"Kevin Brockmeier, The View from the Seventh Layer"
 only the living do.
Brian Tracy
Roy T. Bennett
"Mandy Hale, The Single Woman: Life, Love, and a Dash of Sass"
"Jim Butcher, Changes"
Nick  Drake
"Mandy Hale, The Single Woman: Life, Love, and a Dash of Sass"
"Jonathan Anthony Burkett, Friends 2 Lovers: The Unthinkable"
"Melina Marchetta, Froi of the Exiles"
"Vicki Corona, Tahitian Choreographies: Intermediate to Advanced Level Female Instruction"
"Scott Spencer, Endless Love"
"Deborah Curtis, Touching from a Distance: Ian Curtis and Joy Division"
"Cornelia Funke, Inkheart"
"Tim Burton, The Melancholy Death of Oyster Boy and Other Stories"
Aristotle
"Ruta Sepetys, Salt to the Sea"
Bob Marley
"Osamu Dazai, No Longer Human"
"Criss Jami, Venus in Arms"
"Roy T. Bennett, The Light in the Heart"
"Langston Hughes, Selected Poems"
Ashly Lorenzana
"Jay Asher, Thirteen Reasons Why"
Brian Tracy
"Michael Cunningham, The Hours"
Roman Payne
Sue Fitzmaurice
"Stephen Jay Gould, The Flamingo's Smile: Reflections in Natural History"
"Douglas Coupland, All Families are Psychotic"
"Osamu Dazai, No Longer Human"
"Stephen King, Full Dark, No Stars"
"Diana Wynne Jones, Archer's Goon"
Don DeLillo
"Virginia Woolf, Mrs. Dalloway"
"Robin Hobb, Ship of Destiny"
"Jonathan Safran Foer, Eating Animals"
"Loretta Ellsworth, In a Heartbeat"
"Mitch Albom, The First Phone Call from Heaven"
"Michael J. Sullivan, Percepliquis"
"Aleksandar Hemon, The Lazarus Project"
 otherwise you will miss your life.
"Tennessee Williams, The Milk Train Doesn't Stop Here Anymore"
Steve Jobs
"Alice Walker, Home Girls: A Black Feminist Anthology"
Lemmy Kilmister
"Robert Cormier, The Chocolate War"
"Bauvard, I Had a Dream About You"
"Ann Brashares, Girls in Pants: The Third Summer of the Sisterhood"
"Steve Maraboli, Life, the Truth, and Being Free"
"George Carlin, Brain Droppings"
"Carlos Ruiz Zafón, The Shadow of the Wind"
"Roy T. Bennett, The Light in the Heart"
"John Green, Paper Towns"
"Cassandra Clare, What to Buy the Shadowhunter Who Has Everything"
"Stefan Zweig, The World of Yesterday"
Woody Allen
Osho
"Kristin Cast, Hunted"
 what's important is the kind of men and women we are in the face of this.
"Charles M. Schulz, Charles M. Schulz: Conversations"
"Jhumpa Lahiri, The Namesake"
"John Corey Whaley, Noggin"
"Stephenie Meyer, The Twilight Saga: The Official Illustrated Guide"
"Toba Beta, Master of Stupidity"
"Haruki Murakami, Kafka on the Shore"
Paulo Coelho
"Miguel Syjuco, Ilustrado"
Daniel Radcliffe
"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience"
"David Wroblewski, The Story of Edgar Sawtelle"
"David Levithan, Dash & Lily's Book of Dares"
"Amit Ray, Nonviolence: The Transforming Power"
Cecelia Ahern
Socrates
C. JoyBell C.
C. JoyBell C.
"Kurt Vonnegut Jr., Slaughterhouse-Five"
Paulo Coelho
George Bernard Shaw
"Garth Stein, The Art of Racing in the Rain"
Oliver Wendell Holmes Sr.
Rosie Thomas
"Alan Moore, Watchmen"
"Margaret Atwood, The Tent"
"Steve Maraboli, Life, the Truth, and Being Free"
"Stephen King, Wolves of the Calla"
"Ransom Riggs, Miss Peregrine’s Home for Peculiar Children"
Guy de Maupassant
"Heather Vogel Frederick, Pies & Prejudice"
"Morgan Rhodes, Falling Kingdoms"
Greta Garbo
"Edgar Lee Masters, Spoon River Anthology"
"Ken Kesey, One Flew Over the Cuckoo's Nest"
"Darren Shan, Hell's Heroes"
"Isabel Allende, Paula"
"Douglas Coupland, The Gum Thief"
C. JoyBell C.
"Jodi Picoult, Perfect Match"
Edward O. Wilson
Kevin Smith
"Sarah Dessen, Along for the Ride"
Maya Angelou
"Henry Wadsworth Longfellow, Tales of a Wayside Inn"
John Keats
"Steve Maraboli, Life, the Truth, and Being Free"
Chad Sugg
 don't make it wait any longer.
Buddha Siddhartha Guatama Shakyamuni
"Marcus Aurelius, Meditations"
"Paulo Coelho, Manuscript Found in Accra"
"Banana Yoshimoto, Kitchen"
"Stephen King, The Long Walk"
"Antoine de Saint-Exupéry, The Little Prince"
Greta Garbo
Voltaire
"Robert Burns, Collected Poems of Robert Burns"
"John Grogan, Marley and Me: Life and Love With the World's Worst Dog"
Julia Sorel
Lao Tzu
"Mercedes Lackey, Owlflight"
Spider Robinson
"Lorraine Heath, Surrender to the Devil"
"Roger Zelazny, The Courts of Chaos"
"Charlotte Brontë, Jane Eyre"
"Ian McEwan, The Daydreamer"
"Nicholson Baker, The Anthologist"
Morrissey
"Dory Hollander, 101 Lies Men Tell Women -- And Why Women Believe Them"
"Alice Walker, Horses Make a Landscape Look More Beautiful: Poems"
Ernesto Sabato
Grandma Moses
George Harrison
"Lewis Carroll, Alice in Wonderland"
"Dean Karnazes, Ultramarathon Man: Confessions of an All-Night Runner"
"Miranda July, No One Belongs Here More Than You"
"Henry Wadsworth Longfellow, Voices of the Night"
Morrissey
"Robin S. Sharma, The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny"
"Rick Yancey, The Last Star"
"Patrick Ness, The Ask and the Answer"
Dione Lucas
"Ian McEwan, Atonement"
"Jim Beaver, Life's That Way"
"Katherine Paterson, Bridge to Terabithia"
"Victoria Schwab, This Savage Song"
Brian Tracy
Brian Tracy
"Charlie Kaufman, Eternal Sunshine of the Spotless Mind: The Shooting Script"
C.S. Lewis
 talk more about them than about you.
"Anne Morrow Lindbergh, Gift from the Sea"
"Veronica Roth, Insurgent"
Elton John
"Alexander McCall Smith, Love Over Scotland"
"Kami Garcia, Beautiful Creatures"
Mitch Albom
"Pittacus Lore, I Am Number Four"
David Olguín
"Sarah Strohmeyer, Kindred Spirits"
Alysha Speer
Lana Parrilla
"Michael  Summers, I Had a Dream About You"
"Norman Maclean, A River Runs Through It and Other Stories"
"Roald Dahl, My Uncle Oswald"
"Taylor Swift, Taylor Swift: Speak Now"
"Leon Trotsky, Diary in Exile, 1935"
"Maggie Stiefvater, Linger"
Friedrich Nietzsche
"Jennifer Elisabeth, Born Ready: Unleash Your Inner Dream Girl"
"Haruki Murakami, Colorless Tsukuru Tazaki and His Years of Pilgrimage"
"Louise Candlish, Before We Say Goodbye"
Santosh Kalwar
"David Foster Wallace, This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life"
Lisi Harrison
Gerard Way
Noah Levine
Mac Miller
Charlie Kaufman
"Philip K. Dick, Flow My Tears, the Policeman Said"
"Ann Brashares, The Second Summer of the Sisterhood"
"Kay Redfield Jamison, An Unquiet Mind: A Memoir of Moods and Madness"
"Gregory Maguire, A Lion Among Men"
"Nicole Krauss, The History of Love"
"Димитър Димов, Тютюн"
"Toba Beta, Master of Stupidity"
"Miguel Ruiz, The Four Agreements: A Practical Guide to Personal Freedom"
Johann Wolfgang von Goethe
"Cormac McCarthy, The Road"
 only people and their decisions
"Deb Caletti, Stay"
"Paulo Coelho, The Alchemist"
"Jim Butcher, Storm Front"
"Jillian Dodd, That Boy"
Mia Hamm
"Henry David Thoreau, Walden"
"Virginia Woolf, Mrs. Dalloway"
Joseph Conrad
Emilie Autumn
"Victoria Schwab, Our Dark Duet"
"Ernestine Gilbreth Carey, Belles on Their Toes"
"Cynthia Hand, Unearthly"
"Amy Sedaris, I Like You: Hospitality Under the Influence"
"Gustave Flaubert, Madame Bovary"
"Sarah Dessen, This Lullaby"
"Meg Rosoff, How I Live Now"
Jordan Belfort
Bill Shankly
"Lauren Myracle, Shine"
"Cecelia Ahern, If You Could See Me Now"
Gabrielle Zevin
Sergei Rachmaninoff
John Henry Jowett
"Gena Showalter, The Darkest Night"
"Criss Jami, Killosophy"
Bruce Sterling
"Jodi Picoult, Lone Wolf"
Shannon L. Alder
Lemmy Kilmister
"Franz Kafka, The Trial"
Ashly Lorenzana
"Toba Beta, Betelgeuse Incident: Insiden Bait Al-Jauza"
"Roy T. Bennett, The Light in the Heart"
"Philip Pullman, The Amber Spyglass"
Morrissey
"Colleen Hoover, Slammed"
"John Green, Looking for Alaska"
"Deb Caletti, Stay"
"Paulo Coelho, Brida"
Sarah Kay
"Jim Butcher, Death Masks"
Brian Tracy
"Shonda Rhimes, Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person"
"Dave Eggers, A Heartbreaking Work of Staggering Genius"
"Megan McCafferty, Second Helpings"
Eckhart Tolle
Ally Condie
Steve Maraboli
George Burns
Pablo
"Shaun David Hutchinson, We Are the Ants"
Pablo
"Milan Kundera, The Book of Laughter and Forgetting"
"Jess C. Scott, Clear: A Guide to Treating Acne Naturally"
Pablo
"Nina LaCour, Everything Leads to You"
Steve Maraboli
"Asper Blurry, Train to the Edge of the Moon"
"Louisa May Alcott, Little Women"
Jason Mraz
"Steve Maraboli, Life, the Truth, and Being Free"
Katsura Hoshino
"Steve Maraboli, Life, the Truth, and Being Free"
Amelia Earhart
"Mary Oliver, Dream Work"
"Jonathan Larson, Rent"
"Gertrude Stein, Tender Buttons"
"Gayle Forman, Where She Went"
"Laurell K. Hamilton, Narcissus in Chains"
Bob Dylan
Daniel C. Tomas
Tony McCollum
"C.S. Lewis, The Weight of Glory"
"Ned Vizzini, It's Kind of a Funny Story"
Dorothy   Thompson
 find the positive attributes that they possess.
"Douglas Coupland, Player One: What Is to Become of Us"
Dalai Lama XIV
Conan O'Brien
"Jostein Gaarder, Sophie's World"
C.S. Lewis
Andrea Gibson
"Walt Whitman, Leaves of Grass"
Peter Matthiessen
Sarah Dessen
"Victor Hugo, Les Misérables"
Lynn Johnston
"Fernando Pessoa, The Education of the Stoic"
"Amy Sommers, I Had a Dream About You"
Andrew Murray
A.W. Tozer
"Milan Kundera, The Unbearable Lightness of Being"
"Mitch Albom, Tuesdays with Morrie"
"Steve Maraboli, Life, the Truth, and Being Free"
"Orhan Pamuk, The Museum of Innocence"
Leo Buscaglia
"Jean-Paul Sartre, No Exit"
"Carlos Ruiz Zafón, The Angel's Game"
"Albert Camus, The Fall"
"Alexander McCall Smith, The No. 1 Ladies' Detective Agency"
Thomas L. Friedman
Xiaolu Guo
prixie
"Marcus Aurelius, The Emperor's Handbook"
Brian Tracy
Roy T. Bennett
Harshit Walia
Masashi Kishimoto
Jonathan Tropper
"David Guterson, Snow Falling on Cedars"
"Cecelia Ahern, The Book of Tomorrow"
"Katherine Center, Everyone Is Beautiful"
Ogwo David Emenike
"Julio Cortázar, Around the Day in Eighty Worlds"
"Emma Chase, Tamed"
Eric Roth
"Sarah Dessen, Along for the Ride"
"Sarah Dessen, The Truth About Forever"
"Madeline Miller, The Song of Achilles"
"Deb Caletti, Honey, Baby, Sweetheart"
"Jasmine Warga, My Heart and Other Black Holes"
"Simone Weil, Gravity and Grace"
"Mary E. Pearson, The Adoration of Jenna Fox"
Thomas Jefferson
Mitch Albom
"T.S. Eliot, Four Quartets"
"Griet Op de Beeck, Vele hemels boven de zevende"
Isaac Asimov
"Virginia Woolf, Orlando"
Martin Luther King Jr.
Woody Allen
Alain de Botton
"Jodi Picoult, Plain Truth"
"Sophie Kinsella, Twenties Girl"
Amit Ray
"Sei Shōnagon, The Pillow Book"
Spurious quote attributed to George Washington but never said by him .
Eudora Welty
 read the best books
"Walt Whitman, Song of Myself"
Roy T. Bennett
"Allie Brosh, Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened"
"Alexander Gordon Smith, Lockdown"
Rolf Edberg
"Nicole McKay, I Had a Dream About You"
 everyone else is already taken.
Mahatma Gandhi
"Eleanor Roosevelt, This is My Story"
Mahatma Gandhi
"Friedrich Nietzsche, Twilight of the Idols"
Marilyn Monroe
"Oscar Wilde, Lady Windermere's Fan"
Bil Keane
"Neil Gaiman, Coraline"
Thomas A. Edison
Albert Einstein
"Dr. Seuss, Oh, The Places You'll Go!"
George Eliot
"Maya Angelou, I Know Why the Caged Bird Sings"
C.S. Lewis
"J.K. Rowling, Harry Potter and the Sorcerer's Stone"
Theodore Roosevelt
Shel Silverstein
Helen Keller
Winston S. Churchill
"Stephen Chbosky, The Perks of Being a Wallflower"
John Lennon
"Paulo Coelho, The Alchemist"
"Marianne Williamson, A Return to Love: Reflections on the Principles of ""A Course in Miracles"""
"Lewis Carroll, Alice in Wonderland"
"Maya Angelou, Wouldn't Take Nothing for My Journey Now"
"Dr. Seuss, Horton Hears a Who!"
"Paulo Coelho, The Alchemist"
"Henri J.M. Nouwen, Out of Solitude: Three Meditations on the Christian Life"
"Nicholas Sparks, The Notebook"
"Laurel Thatcher Ulrich, Well-Behaved Women Seldom Make History"
Audrey Hepburn
Herbert Bayard Swope
Eleanor Roosevelt
Dalai Lama XIV
"F. Scott Fitzgerald, The Great Gatsby"
Mother Teresa
"John Green, Looking for Alaska"
"Sam Levenson, In One Era & Out the Other"
Ralph Waldo Emerson
Nicholas Klein
Abraham Lincoln
Thomas Szasz
"C.S. Lewis, The Four Loves"
"F. Scott Fitzgerald, The Great Gatsby"
"Robert Fulghum, All I Really Need to Know I Learned in Kindergarten: Uncommon Thoughts On Common Things"
"A.A. Milne, Winnie-the-Pooh"
L.M. Montgomery
C. JoyBell C.
Emily Dickinson
Ralph Waldo Emerson
"George Orwell, 1984"
"Martin Luther King Jr., I Have a Dream: Writings and Speeches That Changed the World"
Alexandre Dumas
Martin Luther King Jr.
"John Green, Paper Towns"
Arthur Schopenhauer
"Haruki Murakami, What I Talk About When I Talk About Running"
"John Milton, Paradise Lost"
"Paulo Coelho, By the River Piedra I Sat Down and Wept"
Lloyd Alexander
"Maya Angelou, Letter to My Daughter"
Haruki Murakami
Martin Luther King Jr.
"Arthur Conan Doyle, The Case-Book of Sherlock Holmes"
Oprah Winfrey
"Isaac Asimov, Foundation"
"William Shakespeare, The Tempest"
Mahatma Gandhi
Eleanor Roosevelt
Agatha Christie
"George Orwell, 1984"
Theodore Roosevelt
Bob Marley
Robert Louis Stevenson
Martin Luther King Jr.
Mark Twain
Walt Disney Company
Taylor Swift
Leonardo da Vinci
"Lance Armstrong, Every Second Counts"
"Rabindranath Tagore, Stray Birds"
"Cornelia Funke, Inkspell"
John F. Kennedy
"Francis of Assisi, The Little Flowers of St. Francis of Assisi"
Jim Morrison
"A.A. Milne, Winnie-the-Pooh"
Albert Einstein
Louis L'Amour
"Dr. Seuss, Oh, The Places You'll Go!"
"Bukkyo Dendo Kyokai, The Teaching of Buddha"
C. JoyBell C.
Alfred Tennyson
"William Blake, Auguries of Innocence"
J.K. Rowling
Leonardo da Vinci
"Dr. Seuss, Oh, The Places You'll Go!"
"J.K. Rowling, Harry Potter and the Half-Blood Prince"
"George Bernard Shaw, Back to Methuselah"
"Kathryn Stockett, The Help"
"Christopher Paolini, Eldest"
Jalaluddin Rumi
Jalaluddin Rumi
Jalaluddin Rumi
Oriah Mountain Dreamer
"Lilith Saintcrow, Strange Angels"
Chico Xavier
"Antoine de Saint-Exupéry, The Little Prince"
"J.K. Rowling, Harry Potter and the Half-Blood Prince"
"J.K. Rowling, Harry Potter and the Goblet of Fire"
Voltaire
"Chuck Palahniuk, Choke"
John A. Shedd
Will Rogers
Alice Walker
Stephen Hawking
"Sarah Dessen, Keeping the Moon"
Bette Midler
"J.K. Rowling, Harry Potter and the Sorcerer's Stone"
Charles M. Schulz
Edward J. Stieglitz
"Laurie Halse Anderson, Speak"
Gordon B. Hinckley
Kazuo Ishiguro
"Paulo Coelho, The Alchemist"
"Lois McMaster Bujold, A Civil Campaign"
"P.C. Cast, Betrayed"
Margaret Walker
George Carlin
"Paulo Coelho, Brida"
"Dr. Seuss, Horton Hatches the Egg"
Dalai Lama XIV
"Neil Gaiman, Fragile Things: Short Fictions and Wonders"
C. JoyBell C.
Adrienne Rich
"Rick Riordan, The Lightning Thief"
Sarah Dessen
Mark Twain
"Antoine de Saint-Exupéry, The Little Prince"
Zig Ziglar
George Eliot
Barack Obama
John Muir
"Jack Kornfield, Buddha's Little Instruction Book"
"Robert Louis Stevenson, Essays of Robert Louis Stevenson"
Mark Twain
Abraham Lincoln
"Peter S. Beagle, The Last Unicorn"
Kurt Cobain
"Randy Pausch, The Last Lecture"
Paulo Coelho
Molière
